Município,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Ribeirão Preto,354340,SP,Sudeste,FIOCRUZ/ASTRAZENECA,416701,224401,192300
Ribeirão Preto,354340,SP,Sudeste,BUTANTAN/SINOVAC,405057,205788,199269
Ribeirão Preto,354340,SP,Sudeste,PFIZER/BIONTECH,262527,134081,128446
Ribeirão Preto,354340,SP,Sudeste,JANSSEN,20099,0,0
Ribeirão Vermelho,315470,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2512,1355,1157
Ribeirão Vermelho,315470,MG,Sudeste,PFIZER/BIONTECH,1293,923,370
Ribeirão Vermelho,315470,MG,Sudeste,BUTANTAN/SINOVAC,1284,805,479
Ribeirão Vermelho,315470,MG,Sudeste,JANSSEN,83,0,0
Ribeirãozinho,510719,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1740,913,827
Ribeirãozinho,510719,MT,Centro-Oeste,PFIZER/BIONTECH,1005,606,399
Ribeirãozinho,510719,MT,Centro-Oeste,BUTANTAN/SINOVAC,974,509,465
Ribeirãozinho,510719,MT,Centro-Oeste,JANSSEN,49,0,0
Ribeiro Gonçalves,220890,PI,Nordeste,FIOCRUZ/ASTRAZENECA,3880,2188,1692
Ribeiro Gonçalves,220890,PI,Nordeste,PFIZER/BIONTECH,2189,1535,654
Ribeiro Gonçalves,220890,PI,Nordeste,BUTANTAN/SINOVAC,1598,859,739
Ribeiro Gonçalves,220890,PI,Nordeste,JANSSEN,125,0,0
Ribeirópolis,280600,SE,Nordeste,FIOCRUZ/ASTRAZENECA,9154,4768,4386
Ribeirópolis,280600,SE,Nordeste,BUTANTAN/SINOVAC,7772,3982,3790
Ribeirópolis,280600,SE,Nordeste,PFIZER/BIONTECH,6627,4857,1770
Ribeirópolis,280600,SE,Nordeste,JANSSEN,194,0,0
Rifaina,354360,SP,Sudeste,BUTANTAN/SINOVAC,2972,1510,1462
Rifaina,354360,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2489,1211,1278
Rifaina,354360,SP,Sudeste,PFIZER/BIONTECH,1474,837,637
Rifaina,354360,SP,Sudeste,JANSSEN,93,0,0
Rincão,354370,SP,Sudeste,BUTANTAN/SINOVAC,6231,3116,3115
Rincão,354370,SP,Sudeste,FIOCRUZ/ASTRAZENECA,5911,2922,2989
Rincão,354370,SP,Sudeste,PFIZER/BIONTECH,3358,1844,1514
Rincão,354370,SP,Sudeste,JANSSEN,290,0,0
Rinópolis,354380,SP,Sudeste,FIOCRUZ/ASTRAZENECA,6419,3375,3044
Rinópolis,354380,SP,Sudeste,BUTANTAN/SINOVAC,4772,2381,2391
Rinópolis,354380,SP,Sudeste,PFIZER/BIONTECH,3384,1889,1495
Rinópolis,354380,SP,Sudeste,JANSSEN,268,0,0
Rio Acima,315480,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5577,3228,2349
Rio Acima,315480,MG,Sudeste,BUTANTAN/SINOVAC,3499,1961,1538
Rio Acima,315480,MG,Sudeste,PFIZER/BIONTECH,2667,2057,610
Rio Acima,315480,MG,Sudeste,JANSSEN,206,0,0
Rio Azul,412200,PR,Sul,FIOCRUZ/ASTRAZENECA,7672,4240,3432
Rio Azul,412200,PR,Sul,PFIZER/BIONTECH,6615,4369,2246
Rio Azul,412200,PR,Sul,BUTANTAN/SINOVAC,5092,2670,2422
Rio Azul,412200,PR,Sul,JANSSEN,308,0,0
Rio Bananal,320435,ES,Sudeste,PFIZER/BIONTECH,12938,8380,4558
Rio Bananal,320435,ES,Sudeste,FIOCRUZ/ASTRAZENECA,8988,4638,4350
Rio Bananal,320435,ES,Sudeste,BUTANTAN/SINOVAC,6413,3277,3136
Rio Bananal,320435,ES,Sudeste,JANSSEN,690,0,0
Rio Bom,412210,PR,Sul,FIOCRUZ/ASTRAZENECA,2620,1326,1294
Rio Bom,412210,PR,Sul,BUTANTAN/SINOVAC,1807,914,893
Rio Bom,412210,PR,Sul,PFIZER/BIONTECH,702,535,167
Rio Bom,412210,PR,Sul,JANSSEN,60,0,0
Rio Bonito,330430,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,32084,18579,13505
Rio Bonito,330430,RJ,Sudeste,BUTANTAN/SINOVAC,20723,11197,9526
Rio Bonito,330430,RJ,Sudeste,PFIZER/BIONTECH,16210,13336,2874
Rio Bonito,330430,RJ,Sudeste,JANSSEN,1265,0,0
Rio Bonito Do Iguaçu,412215,PR,Sul,FIOCRUZ/ASTRAZENECA,9913,5510,4403
Rio Bonito Do Iguaçu,412215,PR,Sul,PFIZER/BIONTECH,4778,3335,1443
Rio Bonito Do Iguaçu,412215,PR,Sul,BUTANTAN/SINOVAC,4417,2310,2107
Rio Bonito Do Iguaçu,412215,PR,Sul,JANSSEN,254,0,0
Rio Branco,120040,AC,Norte,PFIZER/BIONTECH,201493,136344,65149
Rio Branco,120040,AC,Norte,FIOCRUZ/ASTRAZENECA,201430,105585,95845
Rio Branco,120040,AC,Norte,BUTANTAN/SINOVAC,62171,32422,29749
Rio Branco,120040,AC,Norte,JANSSEN,5297,0,0
Rio Branco,510720,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4329,2474,1855
Rio Branco,510720,MT,Centro-Oeste,BUTANTAN/SINOVAC,1098,564,534
Rio Branco,510720,MT,Centro-Oeste,PFIZER/BIONTECH,913,653,260
Rio Branco,510720,MT,Centro-Oeste,JANSSEN,100,0,0
Rio Branco Do Ivaí,412217,PR,Sul,FIOCRUZ/ASTRAZENECA,2531,1401,1130
Rio Branco Do Ivaí,412217,PR,Sul,PFIZER/BIONTECH,1417,871,546
Rio Branco Do Ivaí,412217,PR,Sul,BUTANTAN/SINOVAC,1262,643,619
Rio Branco Do Ivaí,412217,PR,Sul,JANSSEN,87,0,0
Rio Branco Do Sul,412220,PR,Sul,FIOCRUZ/ASTRAZENECA,16486,8870,7616
Rio Branco Do Sul,412220,PR,Sul,PFIZER/BIONTECH,13966,9911,4055
Rio Branco Do Sul,412220,PR,Sul,BUTANTAN/SINOVAC,9167,4876,4291
Rio Branco Do Sul,412220,PR,Sul,JANSSEN,1690,0,0
Rio Brilhante,500720,MS,Centro-Oeste,PFIZER/BIONTECH,18503,10505,7998
Rio Brilhante,500720,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,16270,8827,7443
Rio Brilhante,500720,MS,Centro-Oeste,BUTANTAN/SINOVAC,11860,6297,5563
Rio Brilhante,500720,MS,Centro-Oeste,JANSSEN,1896,0,0
Rio Casca,315490,MG,Sudeste,FIOCRUZ/ASTRAZENECA,7915,4176,3739
Rio Casca,315490,MG,Sudeste,PFIZER/BIONTECH,5100,3327,1773
Rio Casca,315490,MG,Sudeste,BUTANTAN/SINOVAC,4713,2483,2230
Rio Casca,315490,MG,Sudeste,JANSSEN,219,0,0
Rio Claro,330440,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,12703,6509,6194
Rio Claro,330440,RJ,Sudeste,PFIZER/BIONTECH,6717,4751,1966
Rio Claro,330440,RJ,Sudeste,BUTANTAN/SINOVAC,6105,3117,2988
Rio Claro,330440,RJ,Sudeste,JANSSEN,442,0,0
Rio Claro,354390,SP,Sudeste,FIOCRUZ/ASTRAZENECA,103022,56649,46373
Rio Claro,354390,SP,Sudeste,BUTANTAN/SINOVAC,100762,52744,48018
Rio Claro,354390,SP,Sudeste,PFIZER/BIONTECH,57767,30403,27364
Rio Claro,354390,SP,Sudeste,JANSSEN,4360,0,0
Rio Crespo,110026,RO,Norte,FIOCRUZ/ASTRAZENECA,1935,1082,853
Rio Crespo,110026,RO,Norte,BUTANTAN/SINOVAC,1559,828,731
Rio Crespo,110026,RO,Norte,PFIZER/BIONTECH,965,686,279
Rio Crespo,110026,RO,Norte,JANSSEN,82,0,0
Rio Da Conceição,171865,TO,Norte,FIOCRUZ/ASTRAZENECA,996,526,470
Rio Da Conceição,171865,TO,Norte,BUTANTAN/SINOVAC,839,455,384
Rio Da Conceição,171865,TO,Norte,PFIZER/BIONTECH,420,302,118
Rio Da Conceição,171865,TO,Norte,JANSSEN,22,0,0
Rio Das Antas,421440,SC,Sul,FIOCRUZ/ASTRAZENECA,4182,2192,1990
Rio Das Antas,421440,SC,Sul,BUTANTAN/SINOVAC,2214,1183,1031
Rio Das Antas,421440,SC,Sul,PFIZER/BIONTECH,1920,1249,671
Rio Das Antas,421440,SC,Sul,JANSSEN,133,0,0
Rio Das Flores,330450,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,7188,3739,3449
Rio Das Flores,330450,RJ,Sudeste,BUTANTAN/SINOVAC,3647,1856,1791
Rio Das Flores,330450,RJ,Sudeste,PFIZER/BIONTECH,2812,1966,846
Rio Das Flores,330450,RJ,Sudeste,JANSSEN,202,0,0
Rio Das Ostras,330452,RJ,Sudeste,BUTANTAN/SINOVAC,54519,30964,23555
Rio Das Ostras,330452,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,50403,31202,19201
Rio Das Ostras,330452,RJ,Sudeste,PFIZER/BIONTECH,39310,36710,2600
Rio Das Ostras,330452,RJ,Sudeste,JANSSEN,3262,0,0
Rio Das Pedras,354400,SP,Sudeste,FIOCRUZ/ASTRAZENECA,20400,11391,9009
Rio Das Pedras,354400,SP,Sudeste,BUTANTAN/SINOVAC,16304,8297,8007
Rio Das Pedras,354400,SP,Sudeste,PFIZER/BIONTECH,12864,6451,6413
Rio Das Pedras,354400,SP,Sudeste,JANSSEN,1017,0,0
Rio De Contas,292670,BA,Nordeste,FIOCRUZ/ASTRAZENECA,8333,4457,3876
Rio De Contas,292670,BA,Nordeste,BUTANTAN/SINOVAC,6173,3266,2907
Rio De Contas,292670,BA,Nordeste,PFIZER/BIONTECH,5041,3440,1601
Rio De Contas,292670,BA,Nordeste,JANSSEN,85,0,0
Rio De Janeiro,330455,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,4109632,2183945,1925687
Rio De Janeiro,330455,RJ,Sudeste,PFIZER/BIONTECH,3236300,1961066,1275234
Rio De Janeiro,330455,RJ,Sudeste,BUTANTAN/SINOVAC,3050994,1587058,1463936
Rio De Janeiro,330455,RJ,Sudeste,JANSSEN,139790,0,0
Rio Do Antônio,292680,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7332,3883,3449
Rio Do Antônio,292680,BA,Nordeste,PFIZER/BIONTECH,5837,3664,2173
Rio Do Antônio,292680,BA,Nordeste,BUTANTAN/SINOVAC,4520,2503,2017
Rio Do Antônio,292680,BA,Nordeste,JANSSEN,185,0,0
Rio Do Campo,421450,SC,Sul,FIOCRUZ/ASTRAZENECA,3946,2090,1856
Rio Do Campo,421450,SC,Sul,BUTANTAN/SINOVAC,2136,1107,1029
Rio Do Campo,421450,SC,Sul,PFIZER/BIONTECH,2132,1437,695
Rio Do Campo,421450,SC,Sul,JANSSEN,209,0,0
Rio Do Fogo,240895,RN,Nordeste,BUTANTAN/SINOVAC,4094,2265,1829
Rio Do Fogo,240895,RN,Nordeste,FIOCRUZ/ASTRAZENECA,3981,2130,1851
Rio Do Fogo,240895,RN,Nordeste,PFIZER/BIONTECH,3978,3069,909
Rio Do Fogo,240895,RN,Nordeste,JANSSEN,211,1,0
Rio Do Oeste,421460,SC,Sul,FIOCRUZ/ASTRAZENECA,4625,2419,2206
Rio Do Oeste,421460,SC,Sul,BUTANTAN/SINOVAC,3196,1640,1556
Rio Do Oeste,421460,SC,Sul,PFIZER/BIONTECH,2480,1630,850
Rio Do Oeste,421460,SC,Sul,JANSSEN,197,0,0
Rio Do Pires,292690,BA,Nordeste,FIOCRUZ/ASTRAZENECA,6319,3297,3022
Rio Do Pires,292690,BA,Nordeste,BUTANTAN/SINOVAC,4072,2095,1977
Rio Do Pires,292690,BA,Nordeste,PFIZER/BIONTECH,3699,2241,1458
Rio Do Pires,292690,BA,Nordeste,JANSSEN,50,0,0
Rio Do Prado,315510,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2852,1559,1293
Rio Do Prado,315510,MG,Sudeste,BUTANTAN/SINOVAC,1954,993,961
Rio Do Prado,315510,MG,Sudeste,PFIZER/BIONTECH,1588,977,611
Rio Do Prado,315510,MG,Sudeste,JANSSEN,60,0,0
Rio Do Sul,421480,SC,Sul,FIOCRUZ/ASTRAZENECA,42437,22174,20263
Rio Do Sul,421480,SC,Sul,PFIZER/BIONTECH,27351,17161,10190
Rio Do Sul,421480,SC,Sul,BUTANTAN/SINOVAC,23615,12429,11186
Rio Do Sul,421480,SC,Sul,JANSSEN,2310,0,0
Rio Doce,315500,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3899,2002,1897
Rio Doce,315500,MG,Sudeste,BUTANTAN/SINOVAC,848,442,406
Rio Doce,315500,MG,Sudeste,PFIZER/BIONTECH,298,217,81
Rio Dos Bois,171870,TO,Norte,FIOCRUZ/ASTRAZENECA,1499,788,711
Rio Dos Bois,171870,TO,Norte,BUTANTAN/SINOVAC,1327,691,636
Rio Dos Bois,171870,TO,Norte,PFIZER/BIONTECH,574,441,133
Rio Dos Bois,171870,TO,Norte,JANSSEN,50,0,0
Rio Dos Cedros,421470,SC,Sul,FIOCRUZ/ASTRAZENECA,6268,3213,3055
Rio Dos Cedros,421470,SC,Sul,BUTANTAN/SINOVAC,5331,2784,2547
Rio Dos Cedros,421470,SC,Sul,PFIZER/BIONTECH,4015,2431,1584
Rio Dos Cedros,421470,SC,Sul,JANSSEN,376,0,0
Rio Dos Índios,431555,RS,Sul,FIOCRUZ/ASTRAZENECA,1724,878,846
Rio Dos Índios,431555,RS,Sul,BUTANTAN/SINOVAC,1309,654,655
Rio Dos Índios,431555,RS,Sul,PFIZER/BIONTECH,1200,680,520
Rio Dos Índios,431555,RS,Sul,JANSSEN,65,0,0
Rio Espera,315520,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3823,2094,1729
Rio Espera,315520,MG,Sudeste,BUTANTAN/SINOVAC,2065,1141,924
Rio Espera,315520,MG,Sudeste,PFIZER/BIONTECH,1965,1228,737
Rio Espera,315520,MG,Sudeste,JANSSEN,66,0,0
Rio Formoso,261190,PE,Nordeste,FIOCRUZ/ASTRAZENECA,18978,10683,8295
Rio Formoso,261190,PE,Nordeste,PFIZER/BIONTECH,6385,4289,2096
Rio Formoso,261190,PE,Nordeste,BUTANTAN/SINOVAC,3408,1802,1606
Rio Formoso,261190,PE,Nordeste,JANSSEN,165,0,0
Rio Fortuna,421490,SC,Sul,FIOCRUZ/ASTRAZENECA,2725,1428,1297
Rio Fortuna,421490,SC,Sul,PFIZER/BIONTECH,2308,1564,744
Rio Fortuna,421490,SC,Sul,BUTANTAN/SINOVAC,1886,959,927
Rio Fortuna,421490,SC,Sul,JANSSEN,164,0,0
Rio Grande,431560,RS,Sul,FIOCRUZ/ASTRAZENECA,148685,77121,71564
Rio Grande,431560,RS,Sul,BUTANTAN/SINOVAC,70603,36505,34098
Rio Grande,431560,RS,Sul,PFIZER/BIONTECH,60562,40113,20449
Rio Grande,431560,RS,Sul,JANSSEN,6091,0,0
Rio Grande Da Serra,354410,SP,Sudeste,FIOCRUZ/ASTRAZENECA,25350,17306,8044
Rio Grande Da Serra,354410,SP,Sudeste,PFIZER/BIONTECH,13179,9265,3914
Rio Grande Da Serra,354410,SP,Sudeste,BUTANTAN/SINOVAC,9798,5190,4608
Rio Grande Da Serra,354410,SP,Sudeste,JANSSEN,1377,0,0
Rio Grande Do Piauí,220900,PI,Nordeste,FIOCRUZ/ASTRAZENECA,3242,1825,1417
Rio Grande Do Piauí,220900,PI,Nordeste,PFIZER/BIONTECH,2736,1686,1050
Rio Grande Do Piauí,220900,PI,Nordeste,BUTANTAN/SINOVAC,2606,1335,1271
Rio Grande Do Piauí,220900,PI,Nordeste,JANSSEN,80,0,0
Rio Largo,270770,AL,Nordeste,FIOCRUZ/ASTRAZENECA,47752,26419,21333
Rio Largo,270770,AL,Nordeste,PFIZER/BIONTECH,38748,28713,10035
Rio Largo,270770,AL,Nordeste,BUTANTAN/SINOVAC,16511,10033,6478
Rio Largo,270770,AL,Nordeste,JANSSEN,606,0,0
Rio Manso,315530,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3383,1760,1623
Rio Manso,315530,MG,Sudeste,PFIZER/BIONTECH,2380,1487,893
Rio Manso,315530,MG,Sudeste,BUTANTAN/SINOVAC,2354,1203,1151
Rio Manso,315530,MG,Sudeste,JANSSEN,118,0,0
Rio Maria,150616,PA,Norte,FIOCRUZ/ASTRAZENECA,9719,5429,4290
Rio Maria,150616,PA,Norte,BUTANTAN/SINOVAC,4463,2415,2048
Rio Maria,150616,PA,Norte,PFIZER/BIONTECH,3906,2438,1468
Rio Maria,150616,PA,Norte,JANSSEN,432,0,0
Rio Negrinho,421500,SC,Sul,FIOCRUZ/ASTRAZENECA,23462,12592,10870
Rio Negrinho,421500,SC,Sul,PFIZER/BIONTECH,15258,10467,4791
Rio Negrinho,421500,SC,Sul,BUTANTAN/SINOVAC,12881,6855,6026
Rio Negrinho,421500,SC,Sul,JANSSEN,1399,0,0
Rio Negro,412230,PR,Sul,FIOCRUZ/ASTRAZENECA,19382,10080,9302
Rio Negro,412230,PR,Sul,PFIZER/BIONTECH,12659,8152,4507
Rio Negro,412230,PR,Sul,BUTANTAN/SINOVAC,9920,5371,4549
Rio Negro,412230,PR,Sul,JANSSEN,1082,0,0
Rio Negro,500730,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2969,1626,1343
Rio Negro,500730,MS,Centro-Oeste,PFIZER/BIONTECH,2814,1484,1330
Rio Negro,500730,MS,Centro-Oeste,BUTANTAN/SINOVAC,2128,1090,1038
Rio Negro,500730,MS,Centro-Oeste,JANSSEN,191,0,0
Rio Novo,315540,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5444,2713,2731
Rio Novo,315540,MG,Sudeste,PFIZER/BIONTECH,3646,2374,1272
Rio Novo,315540,MG,Sudeste,BUTANTAN/SINOVAC,3084,1559,1525
Rio Novo,315540,MG,Sudeste,JANSSEN,176,0,0
Rio Novo Do Sul,320440,ES,Sudeste,FIOCRUZ/ASTRAZENECA,5972,3130,2842
Rio Novo Do Sul,320440,ES,Sudeste,PFIZER/BIONTECH,5268,3391,1877
Rio Novo Do Sul,320440,ES,Sudeste,BUTANTAN/SINOVAC,4861,2519,2342
Rio Novo Do Sul,320440,ES,Sudeste,JANSSEN,421,0,0
Rio Paranaíba,315550,MG,Sudeste,BUTANTAN/SINOVAC,7591,4064,3527
Rio Paranaíba,315550,MG,Sudeste,FIOCRUZ/ASTRAZENECA,7281,3859,3422
Rio Paranaíba,315550,MG,Sudeste,PFIZER/BIONTECH,5751,3756,1995
Rio Paranaíba,315550,MG,Sudeste,JANSSEN,306,0,0
Rio Pardo,431570,RS,Sul,FIOCRUZ/ASTRAZENECA,24395,12553,11842
Rio Pardo,431570,RS,Sul,PFIZER/BIONTECH,14121,9009,5112
Rio Pardo,431570,RS,Sul,BUTANTAN/SINOVAC,14042,7272,6770
Rio Pardo,431570,RS,Sul,JANSSEN,867,0,0
Rio Pardo De Minas,315560,MG,Sudeste,FIOCRUZ/ASTRAZENECA,13751,8530,5221
Rio Pardo De Minas,315560,MG,Sudeste,PFIZER/BIONTECH,9636,7081,2555
Rio Pardo De Minas,315560,MG,Sudeste,BUTANTAN/SINOVAC,8073,4213,3860
Rio Pardo De Minas,315560,MG,Sudeste,JANSSEN,424,0,0
Rio Piracicaba,315570,MG,Sudeste,FIOCRUZ/ASTRAZENECA,12168,6345,5823
Rio Piracicaba,315570,MG,Sudeste,BUTANTAN/SINOVAC,5342,2781,2561
Rio Piracicaba,315570,MG,Sudeste,PFIZER/BIONTECH,5049,3363,1686
Rio Piracicaba,315570,MG,Sudeste,JANSSEN,288,0,0
Rio Pomba,315580,MG,Sudeste,FIOCRUZ/ASTRAZENECA,10078,5845,4233
Rio Pomba,315580,MG,Sudeste,BUTANTAN/SINOVAC,4896,2774,2122
Rio Pomba,315580,MG,Sudeste,PFIZER/BIONTECH,4851,3262,1589
Rio Pomba,315580,MG,Sudeste,JANSSEN,401,0,0
Rio Preto,315590,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3816,2004,1812
Rio Preto,315590,MG,Sudeste,PFIZER/BIONTECH,2034,1240,794
Rio Preto,315590,MG,Sudeste,BUTANTAN/SINOVAC,1783,884,899
Rio Preto,315590,MG,Sudeste,JANSSEN,106,0,0
Rio Preto Da Eva,130356,AM,Norte,FIOCRUZ/ASTRAZENECA,17069,10924,6145
Rio Preto Da Eva,130356,AM,Norte,BUTANTAN/SINOVAC,4619,2485,2134
Rio Preto Da Eva,130356,AM,Norte,PFIZER/BIONTECH,2192,2017,175
Rio Preto Da Eva,130356,AM,Norte,JANSSEN,245,0,0
Rio Quente,521878,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2595,1322,1273
Rio Quente,521878,GO,Centro-Oeste,PFIZER/BIONTECH,1664,1177,487
Rio Quente,521878,GO,Centro-Oeste,BUTANTAN/SINOVAC,1414,775,639
Rio Quente,521878,GO,Centro-Oeste,JANSSEN,80,0,0
Rio Real,292700,BA,Nordeste,FIOCRUZ/ASTRAZENECA,17359,9443,7916
Rio Real,292700,BA,Nordeste,PFIZER/BIONTECH,12601,10046,2555
Rio Real,292700,BA,Nordeste,BUTANTAN/SINOVAC,9859,5864,3995
Rio Real,292700,BA,Nordeste,JANSSEN,446,0,0
Rio Rufino,421505,SC,Sul,FIOCRUZ/ASTRAZENECA,1775,898,877
Rio Rufino,421505,SC,Sul,BUTANTAN/SINOVAC,1005,503,502
Rio Rufino,421505,SC,Sul,PFIZER/BIONTECH,832,554,278
Rio Rufino,421505,SC,Sul,JANSSEN,84,0,0
Rio Sono,171875,TO,Norte,FIOCRUZ/ASTRAZENECA,2728,1700,1028
Rio Sono,171875,TO,Norte,BUTANTAN/SINOVAC,1862,1047,815
Rio Sono,171875,TO,Norte,PFIZER/BIONTECH,579,570,9
Rio Sono,171875,TO,Norte,JANSSEN,59,0,0
Rio Tinto,251290,PB,Nordeste,BUTANTAN/SINOVAC,12129,6351,5778
Rio Tinto,251290,PB,Nordeste,FIOCRUZ/ASTRAZENECA,11815,6552,5263
Rio Tinto,251290,PB,Nordeste,PFIZER/BIONTECH,5791,4680,1111
Rio Tinto,251290,PB,Nordeste,JANSSEN,428,0,0
Rio Verde,521880,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,97955,55207,42748
Rio Verde,521880,GO,Centro-Oeste,PFIZER/BIONTECH,96037,67973,28064
Rio Verde,521880,GO,Centro-Oeste,BUTANTAN/SINOVAC,62814,35965,26849
Rio Verde,521880,GO,Centro-Oeste,JANSSEN,6913,0,0
Rio Verde De Mato Grosso,500740,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,11272,6292,4980
Rio Verde De Mato Grosso,500740,MS,Centro-Oeste,PFIZER/BIONTECH,7133,4066,3067
Rio Verde De Mato Grosso,500740,MS,Centro-Oeste,BUTANTAN/SINOVAC,7018,3609,3409
Rio Verde De Mato Grosso,500740,MS,Centro-Oeste,JANSSEN,1060,0,0
Rio Vermelho,315600,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4762,3129,1633
Rio Vermelho,315600,MG,Sudeste,BUTANTAN/SINOVAC,4311,2386,1925
Rio Vermelho,315600,MG,Sudeste,PFIZER/BIONTECH,3337,2543,794
Rio Vermelho,315600,MG,Sudeste,JANSSEN,152,0,0
Riolândia,354420,SP,Sudeste,FIOCRUZ/ASTRAZENECA,7299,4237,3062
Riolândia,354420,SP,Sudeste,BUTANTAN/SINOVAC,6828,3422,3406
Riolândia,354420,SP,Sudeste,PFIZER/BIONTECH,4573,2421,2152
Riolândia,354420,SP,Sudeste,JANSSEN,288,0,0
Riozinho,431575,RS,Sul,FIOCRUZ/ASTRAZENECA,2513,1258,1255
Riozinho,431575,RS,Sul,BUTANTAN/SINOVAC,2215,1126,1089
Riozinho,431575,RS,Sul,PFIZER/BIONTECH,2059,1195,864
Riozinho,431575,RS,Sul,JANSSEN,115,0,0
Riqueza,421507,SC,Sul,FIOCRUZ/ASTRAZENECA,2993,1500,1493
Riqueza,421507,SC,Sul,PFIZER/BIONTECH,2148,1269,879
Riqueza,421507,SC,Sul,BUTANTAN/SINOVAC,2140,1082,1058
Riqueza,421507,SC,Sul,JANSSEN,145,0,0
Ritápolis,315610,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3384,1789,1595
Ritápolis,315610,MG,Sudeste,BUTANTAN/SINOVAC,1966,1002,964
Ritápolis,315610,MG,Sudeste,PFIZER/BIONTECH,1515,1089,426
Ritápolis,315610,MG,Sudeste,JANSSEN,83,0,0
Riversul,354350,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3551,1769,1782
Riversul,354350,SP,Sudeste,BUTANTAN/SINOVAC,3396,1662,1734
Riversul,354350,SP,Sudeste,PFIZER/BIONTECH,2727,1352,1375
Riversul,354350,SP,Sudeste,JANSSEN,118,0,0
Roca Sales,431580,RS,Sul,FIOCRUZ/ASTRAZENECA,6814,3545,3269
Roca Sales,431580,RS,Sul,BUTANTAN/SINOVAC,4640,2435,2205
Roca Sales,431580,RS,Sul,PFIZER/BIONTECH,3833,2327,1506
Roca Sales,431580,RS,Sul,JANSSEN,298,0,0
Rochedo,500750,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3356,1781,1575
Rochedo,500750,MS,Centro-Oeste,PFIZER/BIONTECH,2319,1497,822
Rochedo,500750,MS,Centro-Oeste,BUTANTAN/SINOVAC,1750,891,859
Rochedo,500750,MS,Centro-Oeste,JANSSEN,264,0,0
Rochedo De Minas,315620,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1836,932,904
Rochedo De Minas,315620,MG,Sudeste,PFIZER/BIONTECH,955,618,337
Rochedo De Minas,315620,MG,Sudeste,BUTANTAN/SINOVAC,898,455,443
Rochedo De Minas,315620,MG,Sudeste,JANSSEN,45,0,0
Rodeio,421510,SC,Sul,FIOCRUZ/ASTRAZENECA,7274,3740,3534
Rodeio,421510,SC,Sul,PFIZER/BIONTECH,5537,3659,1878
Rodeio,421510,SC,Sul,BUTANTAN/SINOVAC,3167,1593,1574
Rodeio,421510,SC,Sul,JANSSEN,378,0,0
Rodeio Bonito,431590,RS,Sul,FIOCRUZ/ASTRAZENECA,3823,1956,1867
Rodeio Bonito,431590,RS,Sul,BUTANTAN/SINOVAC,2941,1520,1421
Rodeio Bonito,431590,RS,Sul,PFIZER/BIONTECH,2606,1538,1068
Rodeio Bonito,431590,RS,Sul,JANSSEN,149,0,0
Rodeiro,315630,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5346,3035,2311
Rodeiro,315630,MG,Sudeste,PFIZER/BIONTECH,3487,2267,1220
Rodeiro,315630,MG,Sudeste,BUTANTAN/SINOVAC,2744,1492,1252
Rodeiro,315630,MG,Sudeste,JANSSEN,272,0,0
Rodelas,292710,BA,Nordeste,BUTANTAN/SINOVAC,4579,2354,2225
Rodelas,292710,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3489,2170,1319
Rodelas,292710,BA,Nordeste,PFIZER/BIONTECH,2416,1889,527
Rodelas,292710,BA,Nordeste,JANSSEN,50,0,0
Rodolfo Fernandes,241100,RN,Nordeste,FIOCRUZ/ASTRAZENECA,2498,1261,1237
Rodolfo Fernandes,241100,RN,Nordeste,BUTANTAN/SINOVAC,2475,1235,1240
Rodolfo Fernandes,241100,RN,Nordeste,PFIZER/BIONTECH,1825,1193,632
Rodolfo Fernandes,241100,RN,Nordeste,JANSSEN,100,0,0
Rodrigues Alves,120042,AC,Norte,FIOCRUZ/ASTRAZENECA,6216,3597,2619
Rodrigues Alves,120042,AC,Norte,BUTANTAN/SINOVAC,4238,2391,1847
