Municipio,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Caarapó,500240,MS,Centro-Oeste,BUTANTAN/SINOVAC,13608,7019,6589
Caarapó,500240,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,11533,7652,3881
Caarapó,500240,MS,Centro-Oeste,PFIZER/BIONTECH,6491,5682,809
Caarapó,500240,MS,Centro-Oeste,JANSSEN,2555,0,0
Caatiba,290480,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2990,2154,836
Caatiba,290480,BA,Nordeste,BUTANTAN/SINOVAC,2031,1096,935
Caatiba,290480,BA,Nordeste,PFIZER/BIONTECH,900,892,8
Caatiba,290480,BA,Nordeste,JANSSEN,112,0,0
Cabaceiras,250310,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2260,1548,712
Cabaceiras,250310,PB,Nordeste,BUTANTAN/SINOVAC,1943,1080,863
Cabaceiras,250310,PB,Nordeste,PFIZER/BIONTECH,1037,1026,11
Cabaceiras,250310,PB,Nordeste,JANSSEN,97,0,0
Cabaceiras Do Paraguaçu,290485,BA,Nordeste,FIOCRUZ/ASTRAZENECA,6711,4718,1993
Cabaceiras Do Paraguaçu,290485,BA,Nordeste,BUTANTAN/SINOVAC,4080,2361,1719
Cabaceiras Do Paraguaçu,290485,BA,Nordeste,PFIZER/BIONTECH,3936,3645,291
Cabaceiras Do Paraguaçu,290485,BA,Nordeste,JANSSEN,228,0,0
Cabeceira Grande,310945,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2847,2208,639
Cabeceira Grande,310945,MG,Sudeste,BUTANTAN/SINOVAC,1499,768,731
Cabeceira Grande,310945,MG,Sudeste,PFIZER/BIONTECH,1221,1206,15
Cabeceira Grande,310945,MG,Sudeste,JANSSEN,69,0,0
Cabeceiras,520400,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3746,2423,1323
Cabeceiras,520400,GO,Centro-Oeste,PFIZER/BIONTECH,1454,1453,1
Cabeceiras,520400,GO,Centro-Oeste,BUTANTAN/SINOVAC,1361,756,605
Cabeceiras,520400,GO,Centro-Oeste,JANSSEN,125,0,0
Cabeceiras Do Piauí,220205,PI,Nordeste,FIOCRUZ/ASTRAZENECA,4386,3185,1201
Cabeceiras Do Piauí,220205,PI,Nordeste,BUTANTAN/SINOVAC,2150,1276,874
Cabeceiras Do Piauí,220205,PI,Nordeste,PFIZER/BIONTECH,827,827,0
Cabeceiras Do Piauí,220205,PI,Nordeste,JANSSEN,184,0,0
Cabedelo,250320,PB,Nordeste,FIOCRUZ/ASTRAZENECA,25224,18751,6473
Cabedelo,250320,PB,Nordeste,BUTANTAN/SINOVAC,19381,10945,8436
Cabedelo,250320,PB,Nordeste,PFIZER/BIONTECH,17804,15608,2196
Cabedelo,250320,PB,Nordeste,JANSSEN,1279,0,0
Cabixi,110003,RO,Norte,FIOCRUZ/ASTRAZENECA,2461,1596,865
Cabixi,110003,RO,Norte,BUTANTAN/SINOVAC,1989,1098,891
Cabixi,110003,RO,Norte,PFIZER/BIONTECH,1215,1209,6
Cabixi,110003,RO,Norte,JANSSEN,121,0,0
Cabo De Santo Agostinho,260290,PE,Nordeste,FIOCRUZ/ASTRAZENECA,83893,62065,21828
Cabo De Santo Agostinho,260290,PE,Nordeste,BUTANTAN/SINOVAC,45617,29348,16269
Cabo De Santo Agostinho,260290,PE,Nordeste,PFIZER/BIONTECH,34589,34115,474
Cabo De Santo Agostinho,260290,PE,Nordeste,JANSSEN,1096,0,0
Cabo Frio,330070,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,83300,58219,25081
Cabo Frio,330070,RJ,Sudeste,BUTANTAN/SINOVAC,64430,37829,26601
Cabo Frio,330070,RJ,Sudeste,PFIZER/BIONTECH,45853,43081,2772
Cabo Frio,330070,RJ,Sudeste,JANSSEN,4448,0,0
Cabo Verde,310950,MG,Sudeste,FIOCRUZ/ASTRAZENECA,6141,4174,1967
Cabo Verde,310950,MG,Sudeste,BUTANTAN/SINOVAC,3326,1872,1454
Cabo Verde,310950,MG,Sudeste,PFIZER/BIONTECH,2289,2286,3
Cabo Verde,310950,MG,Sudeste,JANSSEN,211,0,0
Cabrália Paulista,350830,SP,Sudeste,BUTANTAN/SINOVAC,2158,1222,936
Cabrália Paulista,350830,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1820,1242,578
Cabrália Paulista,350830,SP,Sudeste,PFIZER/BIONTECH,723,722,1
Cabrália Paulista,350830,SP,Sudeste,JANSSEN,100,0,0
Cabreúva,350840,SP,Sudeste,BUTANTAN/SINOVAC,21147,12250,8897
Cabreúva,350840,SP,Sudeste,FIOCRUZ/ASTRAZENECA,17889,14088,3801
Cabreúva,350840,SP,Sudeste,PFIZER/BIONTECH,7610,7597,13
Cabreúva,350840,SP,Sudeste,JANSSEN,1231,0,0
Cabrobó,260300,PE,Nordeste,FIOCRUZ/ASTRAZENECA,15347,9756,5591
Cabrobó,260300,PE,Nordeste,BUTANTAN/SINOVAC,11698,6088,5610
Cabrobó,260300,PE,Nordeste,PFIZER/BIONTECH,5895,5733,162
Cabrobó,260300,PE,Nordeste,JANSSEN,270,0,0
Caçador,420300,SC,Sul,FIOCRUZ/ASTRAZENECA,34062,21805,12257
Caçador,420300,SC,Sul,BUTANTAN/SINOVAC,18876,11225,7651
Caçador,420300,SC,Sul,PFIZER/BIONTECH,14359,14348,11
Caçador,420300,SC,Sul,JANSSEN,2637,0,0
Caçapava,350850,SP,Sudeste,BUTANTAN/SINOVAC,44956,26095,18861
Caçapava,350850,SP,Sudeste,FIOCRUZ/ASTRAZENECA,40946,28652,12294
Caçapava,350850,SP,Sudeste,PFIZER/BIONTECH,12118,12014,104
Caçapava,350850,SP,Sudeste,JANSSEN,2385,0,0
Caçapava Do Sul,430280,RS,Sul,FIOCRUZ/ASTRAZENECA,18758,11552,7206
Caçapava Do Sul,430280,RS,Sul,BUTANTAN/SINOVAC,10951,5668,5283
Caçapava Do Sul,430280,RS,Sul,PFIZER/BIONTECH,6583,6169,414
Caçapava Do Sul,430280,RS,Sul,JANSSEN,795,0,0
Cacaulândia,110060,RO,Norte,FIOCRUZ/ASTRAZENECA,1878,1340,538
Cacaulândia,110060,RO,Norte,BUTANTAN/SINOVAC,1748,914,834
Cacaulândia,110060,RO,Norte,PFIZER/BIONTECH,965,920,45
Cacaulândia,110060,RO,Norte,JANSSEN,106,0,0
Cacequi,430290,RS,Sul,FIOCRUZ/ASTRAZENECA,6932,4384,2548
Cacequi,430290,RS,Sul,BUTANTAN/SINOVAC,3021,1501,1520
Cacequi,430290,RS,Sul,PFIZER/BIONTECH,1901,1779,122
Cacequi,430290,RS,Sul,JANSSEN,285,0,0
Cáceres,510250,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,50749,36484,14265
Cáceres,510250,MT,Centro-Oeste,BUTANTAN/SINOVAC,17828,9436,8392
Cáceres,510250,MT,Centro-Oeste,PFIZER/BIONTECH,5148,5115,33
Cáceres,510250,MT,Centro-Oeste,JANSSEN,3053,0,0
Cachoeira,290490,BA,Nordeste,FIOCRUZ/ASTRAZENECA,15765,10403,5362
Cachoeira,290490,BA,Nordeste,BUTANTAN/SINOVAC,7787,4665,3122
Cachoeira,290490,BA,Nordeste,PFIZER/BIONTECH,5408,4944,464
Cachoeira,290490,BA,Nordeste,JANSSEN,398,0,0
Cachoeira Alta,520410,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,5528,3698,1830
Cachoeira Alta,520410,GO,Centro-Oeste,BUTANTAN/SINOVAC,2793,1586,1207
Cachoeira Alta,520410,GO,Centro-Oeste,PFIZER/BIONTECH,1720,1719,1
Cachoeira Alta,520410,GO,Centro-Oeste,JANSSEN,191,0,0
Cachoeira Da Prata,310960,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1861,1245,616
Cachoeira Da Prata,310960,MG,Sudeste,BUTANTAN/SINOVAC,1294,681,613
Cachoeira Da Prata,310960,MG,Sudeste,PFIZER/BIONTECH,611,611,0
Cachoeira Da Prata,310960,MG,Sudeste,JANSSEN,65,0,0
Cachoeira De Goiás,520420,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,874,608,266
Cachoeira De Goiás,520420,GO,Centro-Oeste,BUTANTAN/SINOVAC,431,239,192
Cachoeira De Goiás,520420,GO,Centro-Oeste,PFIZER/BIONTECH,166,166,0
Cachoeira De Goiás,520420,GO,Centro-Oeste,JANSSEN,10,0,0
Cachoeira De Minas,310970,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4929,3333,1596
Cachoeira De Minas,310970,MG,Sudeste,BUTANTAN/SINOVAC,3688,2074,1614
Cachoeira De Minas,310970,MG,Sudeste,PFIZER/BIONTECH,2140,2140,0
Cachoeira De Minas,310970,MG,Sudeste,JANSSEN,195,0,0
Cachoeira De Pajeú,310270,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3154,2128,1026
Cachoeira De Pajeú,310270,MG,Sudeste,BUTANTAN/SINOVAC,2607,1465,1142
Cachoeira De Pajeú,310270,MG,Sudeste,PFIZER/BIONTECH,1539,1536,3
Cachoeira De Pajeú,310270,MG,Sudeste,JANSSEN,139,0,0
Cachoeira Do Arari,150200,PA,Norte,FIOCRUZ/ASTRAZENECA,11189,8094,3095
Cachoeira Do Arari,150200,PA,Norte,BUTANTAN/SINOVAC,3019,1994,1025
Cachoeira Do Arari,150200,PA,Norte,JANSSEN,425,0,0
Cachoeira Do Piriá,150195,PA,Norte,FIOCRUZ/ASTRAZENECA,6163,4240,1923
Cachoeira Do Piriá,150195,PA,Norte,BUTANTAN/SINOVAC,3694,2051,1643
Cachoeira Do Piriá,150195,PA,Norte,JANSSEN,470,0,0
Cachoeira Do Piriá,150195,PA,Norte,PFIZER/BIONTECH,123,123,0
Cachoeira Do Sul,430300,RS,Sul,FIOCRUZ/ASTRAZENECA,46961,27402,19559
Cachoeira Do Sul,430300,RS,Sul,BUTANTAN/SINOVAC,31352,17067,14285
Cachoeira Do Sul,430300,RS,Sul,PFIZER/BIONTECH,14719,13380,1339
Cachoeira Do Sul,430300,RS,Sul,JANSSEN,2035,0,0
Cachoeira Dos Índios,250330,PB,Nordeste,FIOCRUZ/ASTRAZENECA,3873,2730,1143
Cachoeira Dos Índios,250330,PB,Nordeste,BUTANTAN/SINOVAC,3213,1810,1403
Cachoeira Dos Índios,250330,PB,Nordeste,PFIZER/BIONTECH,1911,1881,30
Cachoeira Dos Índios,250330,PB,Nordeste,JANSSEN,161,0,0
Cachoeira Dourada,310980,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1235,798,437
Cachoeira Dourada,310980,MG,Sudeste,BUTANTAN/SINOVAC,749,381,368
Cachoeira Dourada,310980,MG,Sudeste,PFIZER/BIONTECH,164,133,31
Cachoeira Dourada,310980,MG,Sudeste,JANSSEN,22,0,0
Cachoeira Dourada,520425,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4857,2892,1965
Cachoeira Dourada,520425,GO,Centro-Oeste,BUTANTAN/SINOVAC,2522,1361,1161
Cachoeira Dourada,520425,GO,Centro-Oeste,PFIZER/BIONTECH,1160,1159,1
Cachoeira Dourada,520425,GO,Centro-Oeste,JANSSEN,53,0,0
Cachoeira Grande,210237,MA,Nordeste,FIOCRUZ/ASTRAZENECA,4015,3245,770
Cachoeira Grande,210237,MA,Nordeste,BUTANTAN/SINOVAC,1379,777,602
Cachoeira Grande,210237,MA,Nordeste,PFIZER/BIONTECH,333,333,0
Cachoeira Grande,210237,MA,Nordeste,JANSSEN,60,0,0
Cachoeira Paulista,350860,SP,Sudeste,FIOCRUZ/ASTRAZENECA,14510,10483,4027
Cachoeira Paulista,350860,SP,Sudeste,BUTANTAN/SINOVAC,13568,7434,6134
Cachoeira Paulista,350860,SP,Sudeste,PFIZER/BIONTECH,5225,5212,13
Cachoeira Paulista,350860,SP,Sudeste,JANSSEN,843,0,0
Cachoeiras De Macacu,330080,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,18745,15362,3383
Cachoeiras De Macacu,330080,RJ,Sudeste,BUTANTAN/SINOVAC,14634,8081,6553
Cachoeiras De Macacu,330080,RJ,Sudeste,JANSSEN,751,0,0
Cachoeiras De Macacu,330080,RJ,Sudeste,PFIZER/BIONTECH,578,572,6
Cachoeirinha,170382,TO,Norte,FIOCRUZ/ASTRAZENECA,629,567,62
Cachoeirinha,170382,TO,Norte,BUTANTAN/SINOVAC,534,280,254
Cachoeirinha,170382,TO,Norte,PFIZER/BIONTECH,69,69,0
Cachoeirinha,170382,TO,Norte,JANSSEN,26,0,0
Cachoeirinha,260310,PE,Nordeste,FIOCRUZ/ASTRAZENECA,7568,5338,2230
Cachoeirinha,260310,PE,Nordeste,BUTANTAN/SINOVAC,4745,2905,1840
Cachoeirinha,260310,PE,Nordeste,PFIZER/BIONTECH,3408,3259,149
Cachoeirinha,260310,PE,Nordeste,JANSSEN,185,0,0
Cachoeirinha,430310,RS,Sul,FIOCRUZ/ASTRAZENECA,54087,37609,16478
Cachoeirinha,430310,RS,Sul,BUTANTAN/SINOVAC,42229,23564,18665
Cachoeirinha,430310,RS,Sul,PFIZER/BIONTECH,25526,23674,1852
Cachoeirinha,430310,RS,Sul,JANSSEN,3170,0,0
Cachoeiro De Itapemirim,320120,ES,Sudeste,FIOCRUZ/ASTRAZENECA,91812,57461,34351
Cachoeiro De Itapemirim,320120,ES,Sudeste,BUTANTAN/SINOVAC,60370,33599,26771
Cachoeiro De Itapemirim,320120,ES,Sudeste,PFIZER/BIONTECH,38409,35779,2630
Cachoeiro De Itapemirim,320120,ES,Sudeste,JANSSEN,6891,2,0
Cacimba De Areia,250340,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1166,906,260
Cacimba De Areia,250340,PB,Nordeste,BUTANTAN/SINOVAC,1080,591,489
Cacimba De Areia,250340,PB,Nordeste,PFIZER/BIONTECH,495,494,1
Cacimba De Areia,250340,PB,Nordeste,JANSSEN,48,0,0
Cacimba De Dentro,250350,PB,Nordeste,FIOCRUZ/ASTRAZENECA,5990,4433,1557
Cacimba De Dentro,250350,PB,Nordeste,BUTANTAN/SINOVAC,5631,3177,2454
Cacimba De Dentro,250350,PB,Nordeste,PFIZER/BIONTECH,3148,3132,16
Cacimba De Dentro,250350,PB,Nordeste,JANSSEN,295,0,0
Cacimbas,250355,PB,Nordeste,FIOCRUZ/ASTRAZENECA,3193,2294,899
Cacimbas,250355,PB,Nordeste,BUTANTAN/SINOVAC,1627,952,675
Cacimbas,250355,PB,Nordeste,PFIZER/BIONTECH,786,783,3
Cacimbas,250355,PB,Nordeste,JANSSEN,71,0,0
Cacimbinhas,270120,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4902,2909,1993
Cacimbinhas,270120,AL,Nordeste,BUTANTAN/SINOVAC,2788,1460,1328
Cacimbinhas,270120,AL,Nordeste,PFIZER/BIONTECH,1547,1544,3
Cacimbinhas,270120,AL,Nordeste,JANSSEN,431,0,0
Cacique Doble,430320,RS,Sul,FIOCRUZ/ASTRAZENECA,2972,1769,1203
Cacique Doble,430320,RS,Sul,BUTANTAN/SINOVAC,2745,1395,1350
Cacique Doble,430320,RS,Sul,PFIZER/BIONTECH,792,636,156
Cacique Doble,430320,RS,Sul,JANSSEN,125,0,0
Cacoal,110004,RO,Norte,FIOCRUZ/ASTRAZENECA,36030,24779,11251
Cacoal,110004,RO,Norte,BUTANTAN/SINOVAC,28935,16163,12772
Cacoal,110004,RO,Norte,PFIZER/BIONTECH,24307,23349,958
Cacoal,110004,RO,Norte,JANSSEN,1834,1,0
Caconde,350870,SP,Sudeste,BUTANTAN/SINOVAC,9506,5394,4112
Caconde,350870,SP,Sudeste,FIOCRUZ/ASTRAZENECA,8874,6032,2842
Caconde,350870,SP,Sudeste,PFIZER/BIONTECH,2290,2280,10
Caconde,350870,SP,Sudeste,JANSSEN,417,0,0
Caçu,520430,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,7046,4633,2413
Caçu,520430,GO,Centro-Oeste,BUTANTAN/SINOVAC,4398,2341,2057
Caçu,520430,GO,Centro-Oeste,PFIZER/BIONTECH,2465,2464,1
Caçu,520430,GO,Centro-Oeste,JANSSEN,295,0,0
Caculé,290500,BA,Nordeste,FIOCRUZ/ASTRAZENECA,11947,7744,4203
Caculé,290500,BA,Nordeste,BUTANTAN/SINOVAC,8896,5321,3575
Caculé,290500,BA,Nordeste,PFIZER/BIONTECH,4621,4608,13
Caculé,290500,BA,Nordeste,JANSSEN,277,0,0
Caém,290510,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3319,2525,794
Caém,290510,BA,Nordeste,BUTANTAN/SINOVAC,1755,952,803
Caém,290510,BA,Nordeste,PFIZER/BIONTECH,384,382,2
Caém,290510,BA,Nordeste,JANSSEN,1,0,0
Caetanópolis,310990,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5099,3677,1422
Caetanópolis,310990,MG,Sudeste,BUTANTAN/SINOVAC,3178,1671,1507
Caetanópolis,310990,MG,Sudeste,PFIZER/BIONTECH,2184,2178,6
Caetanópolis,310990,MG,Sudeste,JANSSEN,224,0,0
Caetanos,290515,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4383,3117,1266
Caetanos,290515,BA,Nordeste,BUTANTAN/SINOVAC,3836,2203,1633
Caetanos,290515,BA,Nordeste,PFIZER/BIONTECH,1238,1236,2
Caetanos,290515,BA,Nordeste,JANSSEN,168,0,0
Caeté,311000,MG,Sudeste,FIOCRUZ/ASTRAZENECA,14699,10661,4038
Caeté,311000,MG,Sudeste,BUTANTAN/SINOVAC,10916,5828,5088
Caeté,311000,MG,Sudeste,PFIZER/BIONTECH,5036,5017,19
Caeté,311000,MG,Sudeste,JANSSEN,858,0,0
Caetés,260320,PE,Nordeste,FIOCRUZ/ASTRAZENECA,11191,7662,3529
Caetés,260320,PE,Nordeste,BUTANTAN/SINOVAC,6067,3523,2544
Caetés,260320,PE,Nordeste,PFIZER/BIONTECH,4727,4604,123
Caetés,260320,PE,Nordeste,JANSSEN,243,0,0
Caetité,290520,BA,Nordeste,FIOCRUZ/ASTRAZENECA,19286,13032,6254
Caetité,290520,BA,Nordeste,BUTANTAN/SINOVAC,13972,8542,5430
Caetité,290520,BA,Nordeste,PFIZER/BIONTECH,9059,9049,10
Caetité,290520,BA,Nordeste,JANSSEN,600,0,0
Cafarnaum,290530,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7966,4914,3052
Cafarnaum,290530,BA,Nordeste,BUTANTAN/SINOVAC,4914,2937,1977
Cafarnaum,290530,BA,Nordeste,PFIZER/BIONTECH,3306,3274,32
Cafarnaum,290530,BA,Nordeste,JANSSEN,197,0,0
Cafeara,410340,PR,Sul,FIOCRUZ/ASTRAZENECA,1607,1023,584
Cafeara,410340,PR,Sul,BUTANTAN/SINOVAC,938,504,434
Cafeara,410340,PR,Sul,PFIZER/BIONTECH,508,508,0
Cafeara,410340,PR,Sul,JANSSEN,55,0,0
Cafelândia,350880,SP,Sudeste,BUTANTAN/SINOVAC,8411,4844,3567
Cafelândia,350880,SP,Sudeste,FIOCRUZ/ASTRAZENECA,7297,5409,1888
Cafelândia,350880,SP,Sudeste,PFIZER/BIONTECH,2361,2358,3
Cafelândia,350880,SP,Sudeste,JANSSEN,398,0,0
Cafelândia,410345,PR,Sul,FIOCRUZ/ASTRAZENECA,8368,5351,3017
Cafelândia,410345,PR,Sul,BUTANTAN/SINOVAC,4352,2555,1797
Cafelândia,410345,PR,Sul,PFIZER/BIONTECH,3960,3960,0
Cafelândia,410345,PR,Sul,JANSSEN,1012,0,0
Cafezal Do Sul,410347,PR,Sul,FIOCRUZ/ASTRAZENECA,2313,1425,888
Cafezal Do Sul,410347,PR,Sul,BUTANTAN/SINOVAC,1882,1048,834
Cafezal Do Sul,410347,PR,Sul,PFIZER/BIONTECH,884,884,0
Cafezal Do Sul,410347,PR,Sul,JANSSEN,94,0,0
Caiabu,350890,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2403,1627,776
Caiabu,350890,SP,Sudeste,BUTANTAN/SINOVAC,2327,1233,1094
Caiabu,350890,SP,Sudeste,PFIZER/BIONTECH,626,584,42
Caiabu,350890,SP,Sudeste,JANSSEN,56,0,0
Caiana,311010,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2259,1620,639
Caiana,311010,MG,Sudeste,BUTANTAN/SINOVAC,1484,855,629
Caiana,311010,MG,Sudeste,PFIZER/BIONTECH,1163,1163,0
Caiana,311010,MG,Sudeste,JANSSEN,75,0,0
Caiapônia,520440,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,8536,5481,3055
Caiapônia,520440,GO,Centro-Oeste,BUTANTAN/SINOVAC,5099,2719,2380
Caiapônia,520440,GO,Centro-Oeste,PFIZER/BIONTECH,2621,2621,0
Caiapônia,520440,GO,Centro-Oeste,JANSSEN,306,0,0
Caibaté,430330,RS,Sul,FIOCRUZ/ASTRAZENECA,3180,1809,1371
Caibaté,430330,RS,Sul,BUTANTAN/SINOVAC,2031,1054,977
Caibaté,430330,RS,Sul,PFIZER/BIONTECH,990,851,139
Caibaté,430330,RS,Sul,JANSSEN,120,0,0
Caibi,420310,SC,Sul,FIOCRUZ/ASTRAZENECA,3076,2191,885
Caibi,420310,SC,Sul,BUTANTAN/SINOVAC,2261,1202,1059
Caibi,420310,SC,Sul,PFIZER/BIONTECH,937,934,3
Caibi,420310,SC,Sul,JANSSEN,190,0,0
Caiçara,250360,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2678,1987,691
Caiçara,250360,PB,Nordeste,BUTANTAN/SINOVAC,1795,942,853
Caiçara,250360,PB,Nordeste,PFIZER/BIONTECH,1014,1012,2
Caiçara,250360,PB,Nordeste,JANSSEN,110,0,0
Caiçara,430340,RS,Sul,FIOCRUZ/ASTRAZENECA,2878,1730,1148
Caiçara,430340,RS,Sul,BUTANTAN/SINOVAC,1925,1002,923
Caiçara,430340,RS,Sul,PFIZER/BIONTECH,961,836,125
Caiçara,430340,RS,Sul,JANSSEN,111,0,0
Caiçara Do Norte,240185,RN,Nordeste,FIOCRUZ/ASTRAZENECA,2289,1549,740
Caiçara Do Norte,240185,RN,Nordeste,BUTANTAN/SINOVAC,1503,849,654
Caiçara Do Norte,240185,RN,Nordeste,PFIZER/BIONTECH,998,965,33
Caiçara Do Norte,240185,RN,Nordeste,JANSSEN,79,0,0
Caiçara Do Rio Do Vento,240190,RN,Nordeste,FIOCRUZ/ASTRAZENECA,1432,1042,390
Caiçara Do Rio Do Vento,240190,RN,Nordeste,BUTANTAN/SINOVAC,1231,723,508
Caiçara Do Rio Do Vento,240190,RN,Nordeste,PFIZER/BIONTECH,655,638,17
Caiçara Do Rio Do Vento,240190,RN,Nordeste,JANSSEN,55,0,0
Caicó,240200,RN,Nordeste,FIOCRUZ/ASTRAZENECA,33470,20062,13408
Caicó,240200,RN,Nordeste,BUTANTAN/SINOVAC,20514,11324,9190
Caicó,240200,RN,Nordeste,PFIZER/BIONTECH,13610,12864,746
Caicó,240200,RN,Nordeste,JANSSEN,1174,0,0
Caieiras,350900,SP,Sudeste,BUTANTAN/SINOVAC,43655,25413,18242
Caieiras,350900,SP,Sudeste,FIOCRUZ/ASTRAZENECA,41465,27950,13515
Caieiras,350900,SP,Sudeste,PFIZER/BIONTECH,16567,16239,328
Caieiras,350900,SP,Sudeste,JANSSEN,2799,0,0
Cairu,290540,BA,Nordeste,FIOCRUZ/ASTRAZENECA,9810,6340,3470
Cairu,290540,BA,Nordeste,BUTANTAN/SINOVAC,2374,1429,945
Cairu,290540,BA,Nordeste,PFIZER/BIONTECH,2224,2214,10
Cairu,290540,BA,Nordeste,JANSSEN,163,0,0
Caiuá,350910,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4257,3410,847
Caiuá,350910,SP,Sudeste,BUTANTAN/SINOVAC,3448,1904,1544
Caiuá,350910,SP,Sudeste,PFIZER/BIONTECH,716,715,1
Caiuá,350910,SP,Sudeste,JANSSEN,62,0,0
Cajamar,350920,SP,Sudeste,BUTANTAN/SINOVAC,29979,16067,13912
Cajamar,350920,SP,Sudeste,FIOCRUZ/ASTRAZENECA,26564,19043,7521
Cajamar,350920,SP,Sudeste,PFIZER/BIONTECH,15322,15312,10
Cajamar,350920,SP,Sudeste,JANSSEN,1803,0,0
Cajapió,210240,MA,Nordeste,FIOCRUZ/ASTRAZENECA,5055,3188,1867
Cajapió,210240,MA,Nordeste,BUTANTAN/SINOVAC,2394,1388,1006
Cajapió,210240,MA,Nordeste,PFIZER/BIONTECH,980,980,0
Cajapió,210240,MA,Nordeste,JANSSEN,929,0,0
Cajari,210250,MA,Nordeste,FIOCRUZ/ASTRAZENECA,11344,7349,3995
Cajari,210250,MA,Nordeste,BUTANTAN/SINOVAC,2577,1390,1187
Cajari,210250,MA,Nordeste,PFIZER/BIONTECH,1024,1023,1
Cajari,210250,MA,Nordeste,JANSSEN,151,0,0
Cajati,350925,SP,Sudeste,BUTANTAN/SINOVAC,13768,7795,5973
Cajati,350925,SP,Sudeste,FIOCRUZ/ASTRAZENECA,12660,9168,3492
Cajati,350925,SP,Sudeste,PFIZER/BIONTECH,5170,4968,202
Cajati,350925,SP,Sudeste,JANSSEN,558,0,0
Cajazeiras,250370,PB,Nordeste,FIOCRUZ/ASTRAZENECA,23721,16691,7030
Cajazeiras,250370,PB,Nordeste,BUTANTAN/SINOVAC,22308,12822,9486
Cajazeiras,250370,PB,Nordeste,PFIZER/BIONTECH,12674,12241,433
Cajazeiras,250370,PB,Nordeste,JANSSEN,1005,0,0
Cajazeiras Do Piauí,220207,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1542,1103,439
Cajazeiras Do Piauí,220207,PI,Nordeste,BUTANTAN/SINOVAC,940,508,432
Cajazeiras Do Piauí,220207,PI,Nordeste,PFIZER/BIONTECH,431,431,0
Cajazeiras Do Piauí,220207,PI,Nordeste,JANSSEN,61,0,0
Cajazeirinhas,250375,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2142,1773,369
Cajazeirinhas,250375,PB,Nordeste,BUTANTAN/SINOVAC,902,471,431
Cajazeirinhas,250375,PB,Nordeste,PFIZER/BIONTECH,132,132,0
Cajazeirinhas,250375,PB,Nordeste,JANSSEN,18,0,0
Cajobi,350930,SP,Sudeste,BUTANTAN/SINOVAC,5708,3113,2595
Cajobi,350930,SP,Sudeste,FIOCRUZ/ASTRAZENECA,5198,3392,1806
Cajobi,350930,SP,Sudeste,PFIZER/BIONTECH,1709,1706,3
Cajobi,350930,SP,Sudeste,JANSSEN,292,0,0
Cajueiro,270130,AL,Nordeste,FIOCRUZ/ASTRAZENECA,7372,5584,1788
Cajueiro,270130,AL,Nordeste,BUTANTAN/SINOVAC,5485,3366,2119
Cajueiro,270130,AL,Nordeste,JANSSEN,171,0,0
Cajueiro Da Praia,220208,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2617,1753,864
Cajueiro Da Praia,220208,PI,Nordeste,BUTANTAN/SINOVAC,1567,913,654
Cajueiro Da Praia,220208,PI,Nordeste,PFIZER/BIONTECH,1060,1060,0
Cajueiro Da Praia,220208,PI,Nordeste,JANSSEN,107,0,0
Cajuri,311020,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2263,1463,800
Cajuri,311020,MG,Sudeste,BUTANTAN/SINOVAC,2107,1167,940
Cajuri,311020,MG,Sudeste,PFIZER/BIONTECH,791,758,33
Cajuri,311020,MG,Sudeste,JANSSEN,57,0,0
Cajuru,350940,SP,Sudeste,BUTANTAN/SINOVAC,13379,7539,5840
Cajuru,350940,SP,Sudeste,FIOCRUZ/ASTRAZENECA,11489,7583,3906
