Municipio,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Iporã Do Oeste,420765,SC,Sul,FIOCRUZ/ASTRAZENECA,5859,3251,2608
Iporã Do Oeste,420765,SC,Sul,BUTANTAN/SINOVAC,3042,1630,1412
Iporã Do Oeste,420765,SC,Sul,PFIZER/BIONTECH,2065,2059,6
Iporã Do Oeste,420765,SC,Sul,JANSSEN,312,0,0
Iporanga,352120,SP,Sudeste,BUTANTAN/SINOVAC,2238,1198,1040
Iporanga,352120,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1766,1165,601
Iporanga,352120,SP,Sudeste,PFIZER/BIONTECH,508,508,0
Iporanga,352120,SP,Sudeste,JANSSEN,31,0,0
Ipu,230580,CE,Nordeste,FIOCRUZ/ASTRAZENECA,9900,7445,2455
Ipu,230580,CE,Nordeste,BUTANTAN/SINOVAC,7613,3995,3618
Ipu,230580,CE,Nordeste,PFIZER/BIONTECH,1173,1172,1
Ipu,230580,CE,Nordeste,JANSSEN,476,0,0
Ipuã,352130,SP,Sudeste,BUTANTAN/SINOVAC,7482,4251,3231
Ipuã,352130,SP,Sudeste,FIOCRUZ/ASTRAZENECA,6770,4616,2154
Ipuã,352130,SP,Sudeste,PFIZER/BIONTECH,2765,2764,1
Ipuã,352130,SP,Sudeste,JANSSEN,479,0,0
Ipuaçu,420768,SC,Sul,FIOCRUZ/ASTRAZENECA,2186,1261,925
Ipuaçu,420768,SC,Sul,BUTANTAN/SINOVAC,1214,611,603
Ipuaçu,420768,SC,Sul,PFIZER/BIONTECH,618,617,1
Ipuaçu,420768,SC,Sul,JANSSEN,196,0,0
Ipubi,260730,PE,Nordeste,FIOCRUZ/ASTRAZENECA,9357,6477,2880
Ipubi,260730,PE,Nordeste,BUTANTAN/SINOVAC,5952,3519,2433
Ipubi,260730,PE,Nordeste,PFIZER/BIONTECH,4023,3837,186
Ipubi,260730,PE,Nordeste,JANSSEN,151,0,0
Ipueira,240480,RN,Nordeste,FIOCRUZ/ASTRAZENECA,1182,742,440
Ipueira,240480,RN,Nordeste,BUTANTAN/SINOVAC,1090,599,491
Ipueira,240480,RN,Nordeste,PFIZER/BIONTECH,324,304,20
Ipueira,240480,RN,Nordeste,JANSSEN,35,0,0
Ipueiras,170980,TO,Norte,FIOCRUZ/ASTRAZENECA,993,787,206
Ipueiras,170980,TO,Norte,BUTANTAN/SINOVAC,603,325,278
Ipueiras,170980,TO,Norte,JANSSEN,32,0,0
Ipueiras,170980,TO,Norte,PFIZER/BIONTECH,27,27,0
Ipueiras,230590,CE,Nordeste,FIOCRUZ/ASTRAZENECA,8933,5610,3323
Ipueiras,230590,CE,Nordeste,BUTANTAN/SINOVAC,6250,3388,2862
Ipueiras,230590,CE,Nordeste,PFIZER/BIONTECH,2058,2056,2
Ipueiras,230590,CE,Nordeste,JANSSEN,597,0,0
Ipuiúna,313150,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3963,3129,834
Ipuiúna,313150,MG,Sudeste,BUTANTAN/SINOVAC,2580,1359,1221
Ipuiúna,313150,MG,Sudeste,PFIZER/BIONTECH,1489,1487,2
Ipuiúna,313150,MG,Sudeste,JANSSEN,274,0,0
Ipumirim,420770,SC,Sul,FIOCRUZ/ASTRAZENECA,3330,2300,1030
Ipumirim,420770,SC,Sul,BUTANTAN/SINOVAC,2577,1497,1080
Ipumirim,420770,SC,Sul,PFIZER/BIONTECH,1681,1680,1
Ipumirim,420770,SC,Sul,JANSSEN,242,0,0
Ipupiara,291410,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4659,3167,1492
Ipupiara,291410,BA,Nordeste,BUTANTAN/SINOVAC,2744,1439,1305
Ipupiara,291410,BA,Nordeste,PFIZER/BIONTECH,970,970,0
Ipupiara,291410,BA,Nordeste,JANSSEN,60,0,0
Iracema,140028,RR,Norte,FIOCRUZ/ASTRAZENECA,2313,2081,232
Iracema,140028,RR,Norte,BUTANTAN/SINOVAC,2249,1210,1039
Iracema,140028,RR,Norte,PFIZER/BIONTECH,384,383,1
Iracema,140028,RR,Norte,JANSSEN,92,0,0
Iracema,230600,CE,Nordeste,BUTANTAN/SINOVAC,3656,1875,1781
Iracema,230600,CE,Nordeste,FIOCRUZ/ASTRAZENECA,2959,1732,1227
Iracema,230600,CE,Nordeste,JANSSEN,3,0,0
Iracema Do Oeste,411065,PR,Sul,FIOCRUZ/ASTRAZENECA,1283,854,429
Iracema Do Oeste,411065,PR,Sul,BUTANTAN/SINOVAC,1086,578,508
Iracema Do Oeste,411065,PR,Sul,PFIZER/BIONTECH,345,345,0
Iracema Do Oeste,411065,PR,Sul,JANSSEN,55,0,0
Iracemápolis,352140,SP,Sudeste,FIOCRUZ/ASTRAZENECA,10452,7873,2579
Iracemápolis,352140,SP,Sudeste,BUTANTAN/SINOVAC,10350,5682,4668
Iracemápolis,352140,SP,Sudeste,PFIZER/BIONTECH,3181,3177,4
Iracemápolis,352140,SP,Sudeste,JANSSEN,693,0,0
Iraceminha,420775,SC,Sul,FIOCRUZ/ASTRAZENECA,2223,1404,819
Iraceminha,420775,SC,Sul,BUTANTAN/SINOVAC,1576,824,752
Iraceminha,420775,SC,Sul,PFIZER/BIONTECH,750,749,1
Iraceminha,420775,SC,Sul,JANSSEN,125,0,0
Iraí,431050,RS,Sul,FIOCRUZ/ASTRAZENECA,3978,2456,1522
Iraí,431050,RS,Sul,BUTANTAN/SINOVAC,3063,1545,1518
Iraí,431050,RS,Sul,PFIZER/BIONTECH,1210,1024,186
Iraí,431050,RS,Sul,JANSSEN,208,0,0
Iraí De Minas,313160,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2270,1576,694
Iraí De Minas,313160,MG,Sudeste,BUTANTAN/SINOVAC,1870,1073,797
Iraí De Minas,313160,MG,Sudeste,PFIZER/BIONTECH,1345,1345,0
Iraí De Minas,313160,MG,Sudeste,JANSSEN,122,0,0
Irajuba,291420,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2183,1718,465
Irajuba,291420,BA,Nordeste,BUTANTAN/SINOVAC,1654,961,693
Irajuba,291420,BA,Nordeste,PFIZER/BIONTECH,615,615,0
Irajuba,291420,BA,Nordeste,JANSSEN,51,0,0
Iramaia,291430,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3784,2700,1084
Iramaia,291430,BA,Nordeste,BUTANTAN/SINOVAC,2168,1339,829
Iramaia,291430,BA,Nordeste,PFIZER/BIONTECH,1489,1488,1
Iramaia,291430,BA,Nordeste,JANSSEN,110,0,0
Iranduba,130185,AM,Norte,FIOCRUZ/ASTRAZENECA,32480,22966,9514
Iranduba,130185,AM,Norte,BUTANTAN/SINOVAC,5499,3007,2492
Iranduba,130185,AM,Norte,PFIZER/BIONTECH,5398,5388,10
Iranduba,130185,AM,Norte,JANSSEN,1970,0,0
Irani,420780,SC,Sul,FIOCRUZ/ASTRAZENECA,5460,3259,2201
Irani,420780,SC,Sul,BUTANTAN/SINOVAC,3154,1709,1445
Irani,420780,SC,Sul,PFIZER/BIONTECH,2051,1940,111
Irani,420780,SC,Sul,JANSSEN,345,0,0
Irapuã,352150,SP,Sudeste,BUTANTAN/SINOVAC,4177,2231,1946
Irapuã,352150,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3590,2474,1116
Irapuã,352150,SP,Sudeste,PFIZER/BIONTECH,1281,1252,29
Irapuã,352150,SP,Sudeste,JANSSEN,267,0,0
Irapuru,352160,SP,Sudeste,BUTANTAN/SINOVAC,4474,2288,2186
Irapuru,352160,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4396,3098,1298
Irapuru,352160,SP,Sudeste,PFIZER/BIONTECH,1109,1107,2
Irapuru,352160,SP,Sudeste,JANSSEN,78,0,0
Iraquara,291440,BA,Nordeste,FIOCRUZ/ASTRAZENECA,10486,6705,3781
Iraquara,291440,BA,Nordeste,BUTANTAN/SINOVAC,6172,3631,2541
Iraquara,291440,BA,Nordeste,PFIZER/BIONTECH,3305,3269,36
Iraquara,291440,BA,Nordeste,JANSSEN,115,0,0
Irará,291450,BA,Nordeste,FIOCRUZ/ASTRAZENECA,11777,8050,3727
Irará,291450,BA,Nordeste,BUTANTAN/SINOVAC,8088,4648,3440
Irará,291450,BA,Nordeste,PFIZER/BIONTECH,4618,4317,301
Irará,291450,BA,Nordeste,JANSSEN,344,0,0
Irati,411070,PR,Sul,FIOCRUZ/ASTRAZENECA,26516,17727,8789
Irati,411070,PR,Sul,BUTANTAN/SINOVAC,17655,9969,7686
Irati,411070,PR,Sul,PFIZER/BIONTECH,11704,11584,120
Irati,411070,PR,Sul,JANSSEN,1514,0,0
Irati,420785,SC,Sul,FIOCRUZ/ASTRAZENECA,1199,716,483
Irati,420785,SC,Sul,BUTANTAN/SINOVAC,920,497,423
Irati,420785,SC,Sul,PFIZER/BIONTECH,409,379,30
Irati,420785,SC,Sul,JANSSEN,75,0,0
Irauçuba,230610,CE,Nordeste,BUTANTAN/SINOVAC,5294,2737,2557
Irauçuba,230610,CE,Nordeste,FIOCRUZ/ASTRAZENECA,1612,1027,585
Irauçuba,230610,CE,Nordeste,PFIZER/BIONTECH,104,104,0
Irauçuba,230610,CE,Nordeste,JANSSEN,30,0,0
Irecê,291460,BA,Nordeste,FIOCRUZ/ASTRAZENECA,26926,19744,7182
Irecê,291460,BA,Nordeste,BUTANTAN/SINOVAC,18258,10352,7906
Irecê,291460,BA,Nordeste,PFIZER/BIONTECH,7692,7606,86
Irecê,291460,BA,Nordeste,JANSSEN,426,0,0
Iretama,411080,PR,Sul,FIOCRUZ/ASTRAZENECA,4862,3526,1336
Iretama,411080,PR,Sul,BUTANTAN/SINOVAC,3274,1826,1448
Iretama,411080,PR,Sul,PFIZER/BIONTECH,1382,1382,0
Iretama,411080,PR,Sul,JANSSEN,172,0,0
Irineópolis,420790,SC,Sul,FIOCRUZ/ASTRAZENECA,4645,3036,1609
Irineópolis,420790,SC,Sul,BUTANTAN/SINOVAC,3046,1754,1292
Irineópolis,420790,SC,Sul,PFIZER/BIONTECH,2424,2421,3
Irineópolis,420790,SC,Sul,JANSSEN,361,0,0
Irituia,150350,PA,Norte,FIOCRUZ/ASTRAZENECA,15988,10923,5065
Irituia,150350,PA,Norte,BUTANTAN/SINOVAC,11336,6301,5035
Irituia,150350,PA,Norte,PFIZER/BIONTECH,741,741,0
Irituia,150350,PA,Norte,JANSSEN,657,0,0
Irupi,320265,ES,Sudeste,FIOCRUZ/ASTRAZENECA,4393,2590,1803
Irupi,320265,ES,Sudeste,BUTANTAN/SINOVAC,4335,2309,2026
Irupi,320265,ES,Sudeste,PFIZER/BIONTECH,3744,3604,140
Irupi,320265,ES,Sudeste,JANSSEN,458,0,0
Isaías Coelho,220490,PI,Nordeste,FIOCRUZ/ASTRAZENECA,5726,3623,2103
Isaías Coelho,220490,PI,Nordeste,BUTANTAN/SINOVAC,1848,977,871
Isaías Coelho,220490,PI,Nordeste,PFIZER/BIONTECH,781,781,0
Isaías Coelho,220490,PI,Nordeste,JANSSEN,152,0,0
Israelândia,521030,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1309,833,476
Israelândia,521030,GO,Centro-Oeste,BUTANTAN/SINOVAC,937,518,419
Israelândia,521030,GO,Centro-Oeste,PFIZER/BIONTECH,517,514,3
Israelândia,521030,GO,Centro-Oeste,JANSSEN,53,0,0
Itá,420800,SC,Sul,FIOCRUZ/ASTRAZENECA,3141,1917,1224
Itá,420800,SC,Sul,BUTANTAN/SINOVAC,2488,1388,1100
Itá,420800,SC,Sul,PFIZER/BIONTECH,1397,1394,3
Itá,420800,SC,Sul,JANSSEN,195,0,0
Itaara,431053,RS,Sul,FIOCRUZ/ASTRAZENECA,3061,1820,1241
Itaara,431053,RS,Sul,BUTANTAN/SINOVAC,1609,847,762
Itaara,431053,RS,Sul,PFIZER/BIONTECH,1020,925,95
Itaara,431053,RS,Sul,JANSSEN,135,0,0
Itabaiana,250690,PB,Nordeste,FIOCRUZ/ASTRAZENECA,10042,6725,3317
Itabaiana,250690,PB,Nordeste,BUTANTAN/SINOVAC,9095,5135,3960
Itabaiana,250690,PB,Nordeste,PFIZER/BIONTECH,4925,4732,193
Itabaiana,250690,PB,Nordeste,JANSSEN,395,0,0
Itabaiana,280290,SE,Nordeste,FIOCRUZ/ASTRAZENECA,41252,27411,13841
Itabaiana,280290,SE,Nordeste,PFIZER/BIONTECH,22700,21648,1052
Itabaiana,280290,SE,Nordeste,BUTANTAN/SINOVAC,19006,10600,8406
Itabaiana,280290,SE,Nordeste,JANSSEN,2401,0,0
Itabaianinha,280300,SE,Nordeste,FIOCRUZ/ASTRAZENECA,14892,10703,4189
Itabaianinha,280300,SE,Nordeste,BUTANTAN/SINOVAC,8478,4615,3863
Itabaianinha,280300,SE,Nordeste,PFIZER/BIONTECH,6694,6591,103
Itabaianinha,280300,SE,Nordeste,JANSSEN,368,0,0
Itabela,291465,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7405,5495,1910
Itabela,291465,BA,Nordeste,BUTANTAN/SINOVAC,5690,3422,2268
Itabela,291465,BA,Nordeste,PFIZER/BIONTECH,3519,3517,2
Itabela,291465,BA,Nordeste,JANSSEN,306,0,0
Itaberá,352170,SP,Sudeste,FIOCRUZ/ASTRAZENECA,9655,6143,3512
Itaberá,352170,SP,Sudeste,BUTANTAN/SINOVAC,8924,4785,4139
Itaberá,352170,SP,Sudeste,PFIZER/BIONTECH,3354,3156,198
Itaberá,352170,SP,Sudeste,JANSSEN,357,0,0
Itaberaba,291470,BA,Nordeste,FIOCRUZ/ASTRAZENECA,22280,16768,5512
Itaberaba,291470,BA,Nordeste,BUTANTAN/SINOVAC,14583,8078,6505
Itaberaba,291470,BA,Nordeste,PFIZER/BIONTECH,8701,8689,12
Itaberaba,291470,BA,Nordeste,JANSSEN,684,0,0
Itaberaí,521040,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,21145,13013,8132
Itaberaí,521040,GO,Centro-Oeste,BUTANTAN/SINOVAC,12862,7441,5421
Itaberaí,521040,GO,Centro-Oeste,PFIZER/BIONTECH,9107,8583,524
Itaberaí,521040,GO,Centro-Oeste,JANSSEN,768,0,0
Itabi,280310,SE,Nordeste,BUTANTAN/SINOVAC,1996,1226,770
Itabi,280310,SE,Nordeste,FIOCRUZ/ASTRAZENECA,1751,1285,466
Itabi,280310,SE,Nordeste,PFIZER/BIONTECH,661,641,20
Itabi,280310,SE,Nordeste,JANSSEN,32,0,0
Itabira,313170,MG,Sudeste,FIOCRUZ/ASTRAZENECA,41582,30079,11503
Itabira,313170,MG,Sudeste,BUTANTAN/SINOVAC,35091,19889,15202
Itabira,313170,MG,Sudeste,PFIZER/BIONTECH,21159,20429,730
Itabira,313170,MG,Sudeste,JANSSEN,2726,0,0
Itabirinha,313180,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5857,3642,2215
Itabirinha,313180,MG,Sudeste,BUTANTAN/SINOVAC,3242,1744,1498
Itabirinha,313180,MG,Sudeste,PFIZER/BIONTECH,1916,1824,92
Itabirinha,313180,MG,Sudeste,JANSSEN,324,0,0
Itabirito,313190,MG,Sudeste,FIOCRUZ/ASTRAZENECA,21118,14449,6669
Itabirito,313190,MG,Sudeste,BUTANTAN/SINOVAC,15851,9060,6791
Itabirito,313190,MG,Sudeste,PFIZER/BIONTECH,11754,11201,553
Itabirito,313190,MG,Sudeste,JANSSEN,1236,0,0
Itaboraí,330190,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,79324,58922,20402
Itaboraí,330190,RJ,Sudeste,BUTANTAN/SINOVAC,59290,33079,26211
Itaboraí,330190,RJ,Sudeste,PFIZER/BIONTECH,31833,29848,1985
Itaboraí,330190,RJ,Sudeste,JANSSEN,5172,0,0
Itabuna,291480,BA,Nordeste,FIOCRUZ/ASTRAZENECA,75401,54137,21264
Itabuna,291480,BA,Nordeste,BUTANTAN/SINOVAC,46864,27816,19048
Itabuna,291480,BA,Nordeste,PFIZER/BIONTECH,22707,22613,94
Itabuna,291480,BA,Nordeste,JANSSEN,2060,0,0
Itacajá,171050,TO,Norte,BUTANTAN/SINOVAC,2653,1509,1144
Itacajá,171050,TO,Norte,FIOCRUZ/ASTRAZENECA,2461,2007,454
Itacajá,171050,TO,Norte,JANSSEN,235,0,0
Itacajá,171050,TO,Norte,PFIZER/BIONTECH,137,135,2
Itacambira,313200,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2529,1905,624
Itacambira,313200,MG,Sudeste,BUTANTAN/SINOVAC,1096,552,544
Itacambira,313200,MG,Sudeste,PFIZER/BIONTECH,471,469,2
Itacambira,313200,MG,Sudeste,JANSSEN,54,0,0
Itacarambi,313210,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4720,3961,759
Itacarambi,313210,MG,Sudeste,BUTANTAN/SINOVAC,3051,1573,1478
Itacarambi,313210,MG,Sudeste,PFIZER/BIONTECH,1882,1882,0
Itacarambi,313210,MG,Sudeste,JANSSEN,265,0,0
Itacaré,291490,BA,Nordeste,FIOCRUZ/ASTRAZENECA,8627,6404,2223
Itacaré,291490,BA,Nordeste,BUTANTAN/SINOVAC,4540,2736,1804
Itacaré,291490,BA,Nordeste,PFIZER/BIONTECH,3365,3343,22
Itacaré,291490,BA,Nordeste,JANSSEN,252,0,0
Itacoatiara,130190,AM,Norte,FIOCRUZ/ASTRAZENECA,51261,40321,10940
Itacoatiara,130190,AM,Norte,BUTANTAN/SINOVAC,12551,6730,5821
Itacoatiara,130190,AM,Norte,PFIZER/BIONTECH,4446,4440,6
Itacoatiara,130190,AM,Norte,JANSSEN,1737,0,0
Itacuruba,260740,PE,Nordeste,FIOCRUZ/ASTRAZENECA,3471,2124,1347
Itacuruba,260740,PE,Nordeste,BUTANTAN/SINOVAC,1267,680,587
Itacuruba,260740,PE,Nordeste,PFIZER/BIONTECH,1121,1085,36
Itacuruba,260740,PE,Nordeste,JANSSEN,42,0,0
Itacurubi,431055,RS,Sul,FIOCRUZ/ASTRAZENECA,1851,1364,487
Itacurubi,431055,RS,Sul,BUTANTAN/SINOVAC,1057,543,514
Itacurubi,431055,RS,Sul,PFIZER/BIONTECH,446,442,4
Itacurubi,431055,RS,Sul,JANSSEN,70,0,0
Itaeté,291500,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2593,2580,13
Itaeté,291500,BA,Nordeste,BUTANTAN/SINOVAC,2020,1808,212
Itaeté,291500,BA,Nordeste,PFIZER/BIONTECH,441,441,0
Itaeté,291500,BA,Nordeste,JANSSEN,162,0,0
Itagi,291510,BA,Nordeste,FIOCRUZ/ASTRAZENECA,5549,3459,2090
Itagi,291510,BA,Nordeste,BUTANTAN/SINOVAC,4394,2435,1959
Itagi,291510,BA,Nordeste,PFIZER/BIONTECH,2175,2142,33
Itagi,291510,BA,Nordeste,JANSSEN,155,0,0
Itagibá,291520,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4865,3540,1325
Itagibá,291520,BA,Nordeste,BUTANTAN/SINOVAC,3596,2124,1472
Itagibá,291520,BA,Nordeste,PFIZER/BIONTECH,671,671,0
Itagibá,291520,BA,Nordeste,JANSSEN,170,0,0
Itagimirim,291530,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2579,1875,704
Itagimirim,291530,BA,Nordeste,BUTANTAN/SINOVAC,2017,1142,875
Itagimirim,291530,BA,Nordeste,PFIZER/BIONTECH,1197,1196,1
Itagimirim,291530,BA,Nordeste,JANSSEN,80,0,0
Itaguaçu,320270,ES,Sudeste,FIOCRUZ/ASTRAZENECA,6616,4027,2589
Itaguaçu,320270,ES,Sudeste,BUTANTAN/SINOVAC,5972,3102,2870
Itaguaçu,320270,ES,Sudeste,PFIZER/BIONTECH,2961,2626,335
Itaguaçu,320270,ES,Sudeste,JANSSEN,524,0,0
Itaguaçu Da Bahia,291535,BA,Nordeste,FIOCRUZ/ASTRAZENECA,6263,4207,2056
Itaguaçu Da Bahia,291535,BA,Nordeste,BUTANTAN/SINOVAC,2341,1317,1024
Itaguaçu Da Bahia,291535,BA,Nordeste,PFIZER/BIONTECH,800,780,20
Itaguaçu Da Bahia,291535,BA,Nordeste,JANSSEN,44,0,0
Itaguaí,330200,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,51306,33876,17430
Itaguaí,330200,RJ,Sudeste,BUTANTAN/SINOVAC,32103,19631,12472
Itaguaí,330200,RJ,Sudeste,PFIZER/BIONTECH,25912,25390,522
Itaguaí,330200,RJ,Sudeste,JANSSEN,3225,0,0
Itaguajé,411090,PR,Sul,FIOCRUZ/ASTRAZENECA,2082,1574,508
Itaguajé,411090,PR,Sul,BUTANTAN/SINOVAC,1269,709,560
Itaguajé,411090,PR,Sul,PFIZER/BIONTECH,512,509,3
Itaguajé,411090,PR,Sul,JANSSEN,132,0,0
Itaguara,313220,MG,Sudeste,FIOCRUZ/ASTRAZENECA,6635,4589,2046
Itaguara,313220,MG,Sudeste,BUTANTAN/SINOVAC,4240,2374,1866
Itaguara,313220,MG,Sudeste,PFIZER/BIONTECH,2574,2572,2
Itaguara,313220,MG,Sudeste,JANSSEN,294,0,0
Itaguari,521056,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3146,1795,1351
Itaguari,521056,GO,Centro-Oeste,BUTANTAN/SINOVAC,1379,776,603
Itaguari,521056,GO,Centro-Oeste,PFIZER/BIONTECH,888,887,1
Itaguari,521056,GO,Centro-Oeste,JANSSEN,34,0,0
Itaguaru,521060,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3224,1968,1256
Itaguaru,521060,GO,Centro-Oeste,BUTANTAN/SINOVAC,1543,825,718
Itaguaru,521060,GO,Centro-Oeste,PFIZER/BIONTECH,868,868,0
Itaguaru,521060,GO,Centro-Oeste,JANSSEN,35,0,0
Itaguatins,171070,TO,Norte,FIOCRUZ/ASTRAZENECA,2223,1784,439
Itaguatins,171070,TO,Norte,BUTANTAN/SINOVAC,1531,931,600
Itaguatins,171070,TO,Norte,PFIZER/BIONTECH,291,291,0
Itaguatins,171070,TO,Norte,JANSSEN,70,0,0
Itaí,352180,SP,Sudeste,FIOCRUZ/ASTRAZENECA,12644,8486,4158
Itaí,352180,SP,Sudeste,BUTANTAN/SINOVAC,12615,7152,5463
Itaí,352180,SP,Sudeste,PFIZER/BIONTECH,4641,4570,71
Itaí,352180,SP,Sudeste,JANSSEN,677,0,0
Itaíba,260750,PE,Nordeste,FIOCRUZ/ASTRAZENECA,16883,9663,7220
Itaíba,260750,PE,Nordeste,BUTANTAN/SINOVAC,5798,3363,2435
Itaíba,260750,PE,Nordeste,PFIZER/BIONTECH,4381,4188,193
Itaíba,260750,PE,Nordeste,JANSSEN,159,0,0
Itaiçaba,230620,CE,Nordeste,FIOCRUZ/ASTRAZENECA,3106,1856,1250
Itaiçaba,230620,CE,Nordeste,BUTANTAN/SINOVAC,2903,1623,1280
Itaiçaba,230620,CE,Nordeste,PFIZER/BIONTECH,1738,1726,12
Itaiçaba,230620,CE,Nordeste,JANSSEN,177,0,0
Itainópolis,220500,PI,Nordeste,FIOCRUZ/ASTRAZENECA,4422,3021,1401
Itainópolis,220500,PI,Nordeste,BUTANTAN/SINOVAC,3259,1876,1383
Itainópolis,220500,PI,Nordeste,PFIZER/BIONTECH,1794,1792,2
Itainópolis,220500,PI,Nordeste,JANSSEN,163,0,0
Itaiópolis,420810,SC,Sul,FIOCRUZ/ASTRAZENECA,9430,5953,3477
Itaiópolis,420810,SC,Sul,BUTANTAN/SINOVAC,6043,3483,2560
Itaiópolis,420810,SC,Sul,PFIZER/BIONTECH,4400,4389,11
Itaiópolis,420810,SC,Sul,JANSSEN,730,0,0
Itaipava Do Grajaú,210535,MA,Nordeste,FIOCRUZ/ASTRAZENECA,3448,2465,983
Itaipava Do Grajaú,210535,MA,Nordeste,BUTANTAN/SINOVAC,2546,1461,1085
Itaipava Do Grajaú,210535,MA,Nordeste,PFIZER/BIONTECH,898,897,1
Itaipava Do Grajaú,210535,MA,Nordeste,JANSSEN,94,0,0
Itaipé,313230,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4044,3254,790
Itaipé,313230,MG,Sudeste,BUTANTAN/SINOVAC,2339,1248,1091
Itaipé,313230,MG,Sudeste,PFIZER/BIONTECH,1304,1297,7
Itaipé,313230,MG,Sudeste,JANSSEN,98,0,0
Itaipulândia,411095,PR,Sul,FIOCRUZ/ASTRAZENECA,4689,3017,1672
Itaipulândia,411095,PR,Sul,BUTANTAN/SINOVAC,4273,2394,1879
Itaipulândia,411095,PR,Sul,PFIZER/BIONTECH,2261,2259,2
Itaipulândia,411095,PR,Sul,JANSSEN,229,0,0
Itaitinga,230625,CE,Nordeste,FIOCRUZ/ASTRAZENECA,24440,19119,5321
Itaitinga,230625,CE,Nordeste,BUTANTAN/SINOVAC,8603,5755,2848
Itaitinga,230625,CE,Nordeste,PFIZER/BIONTECH,7624,7583,41
Itaitinga,230625,CE,Nordeste,JANSSEN,749,0,0
Itaituba,150360,PA,Norte,FIOCRUZ/ASTRAZENECA,31980,24310,7670
Itaituba,150360,PA,Norte,BUTANTAN/SINOVAC,6275,3636,2639
Itaituba,150360,PA,Norte,JANSSEN,3936,0,0
Itaituba,150360,PA,Norte,PFIZER/BIONTECH,284,284,0
Itajá,240485,RN,Nordeste,FIOCRUZ/ASTRAZENECA,3184,2449,735
Itajá,240485,RN,Nordeste,BUTANTAN/SINOVAC,2123,1171,952
Itajá,240485,RN,Nordeste,PFIZER/BIONTECH,1003,981,22
Itajá,240485,RN,Nordeste,JANSSEN,111,0,0
Itajá,521080,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2779,1866,913
Itajá,521080,GO,Centro-Oeste,BUTANTAN/SINOVAC,1343,716,627
Itajá,521080,GO,Centro-Oeste,PFIZER/BIONTECH,565,565,0
Itajá,521080,GO,Centro-Oeste,JANSSEN,24,0,0
Itajaí,420820,SC,Sul,FIOCRUZ/ASTRAZENECA,87945,64569,23376
Itajaí,420820,SC,Sul,BUTANTAN/SINOVAC,58782,33514,25268
Itajaí,420820,SC,Sul,PFIZER/BIONTECH,54381,50976,3405
Itajaí,420820,SC,Sul,JANSSEN,7322,0,0
Itajobi,352190,SP,Sudeste,BUTANTAN/SINOVAC,8779,4779,4000
Itajobi,352190,SP,Sudeste,FIOCRUZ/ASTRAZENECA,7961,5354,2607
Itajobi,352190,SP,Sudeste,PFIZER/BIONTECH,2436,2331,105
Itajobi,352190,SP,Sudeste,JANSSEN,356,0,0
Itaju,352200,SP,Sudeste,BUTANTAN/SINOVAC,1923,1054,869
Itaju,352200,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1910,1329,581
Itaju,352200,SP,Sudeste,PFIZER/BIONTECH,481,480,1
Itaju,352200,SP,Sudeste,JANSSEN,96,0,0
Itaju Do Colônia,291540,BA,Nordeste,BUTANTAN/SINOVAC,2603,1473,1130
Itaju Do Colônia,291540,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2333,1650,683
Itaju Do Colônia,291540,BA,Nordeste,PFIZER/BIONTECH,555,554,1
Itaju Do Colônia,291540,BA,Nordeste,JANSSEN,38,0,0
Itajubá,313240,MG,Sudeste,FIOCRUZ/ASTRAZENECA,37450,27479,9971
Itajubá,313240,MG,Sudeste,BUTANTAN/SINOVAC,27985,15815,12170
Itajubá,313240,MG,Sudeste,PFIZER/BIONTECH,16064,16054,10
Itajubá,313240,MG,Sudeste,JANSSEN,2170,0,0
Itajuípe,291550,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7249,5224,2025
Itajuípe,291550,BA,Nordeste,BUTANTAN/SINOVAC,5770,3286,2484
Itajuípe,291550,BA,Nordeste,PFIZER/BIONTECH,3185,3180,5
